ANO,FILTRO,CONTEUDO,CHAVE,VALOR
2011,Tipo anomal congên,Nascim p/resid.mãe,Sífilis congênita,2
2011,Tipo anomal congên,Nascim p/resid.mãe,Hemangioma e linfangioma,101
2011,Tipo anomal congên,Nascim p/resid.mãe,Anomalias dentofaciais,1
2011,Tipo anomal congên,Nascim p/resid.mãe,Outr afec comprom tegument específ feto recém-nasc,3
2011,Tipo anomal congên,Nascim p/resid.mãe,Sem anomalia congênita/não informado,2.890.237
2010,Tipo anomal congên,Nascim p/resid.mãe,TOTAL,2.861.867
2010,Tipo anomal congên,Nascim p/resid.mãe,Espinha bífida,545
2010,Tipo anomal congên,Nascim p/resid.mãe,Outras malformações congênitas do sistema nervoso,1.886
2010,Tipo anomal congên,Nascim p/resid.mãe,Malformações congênitas do aparelho circulatório,1.378
2010,Tipo anomal congên,Nascim p/resid.mãe,Fenda labial e fenda palatina,1.513
2010,Tipo anomal congên,Nascim p/resid.mãe,Ausência atresia e estenose do intestino delgado,47
2010,Tipo anomal congên,Nascim p/resid.mãe,Outras malformações congênitas aparelho digestivo,925
2010,Tipo anomal congên,Nascim p/resid.mãe,Testiculo não-descido,313
2010,Tipo anomal congên,Nascim p/resid.mãe,Outras malformações do aparelho geniturinário,1.794
2010,Tipo anomal congên,Nascim p/resid.mãe,Deformidades congênitas do quadril,91
2010,Tipo anomal congên,Nascim p/resid.mãe,Deformidades congênitas dos pés,2.879
2010,Tipo anomal congên,Nascim p/resid.mãe,Outr malform e deform congênit aparelho osteomusc,6.293
2010,Tipo anomal congên,Nascim p/resid.mãe,Outras malformações congênitas,2.598
2010,Tipo anomal congên,Nascim p/resid.mãe,Anomalias cromossômicas NCOP,1.199
2010,Tipo anomal congên,Nascim p/resid.mãe,Hemangioma e linfangioma,88
2010,Tipo anomal congên,Nascim p/resid.mãe,Sem anomalia congênita/não informado,2.840.318
2009,Tipo anomal congên,Nascim p/resid.mãe,TOTAL,2.881.581
2009,Tipo anomal congên,Nascim p/resid.mãe,Espinha bífida,461
2009,Tipo anomal congên,Nascim p/resid.mãe,Outras malformações congênitas do sistema nervoso,2.001
2009,Tipo anomal congên,Nascim p/resid.mãe,Malformações congênitas do aparelho circulatório,1.292
2009,Tipo anomal congên,Nascim p/resid.mãe,Fenda labial e fenda palatina,1.425
2009,Tipo anomal congên,Nascim p/resid.mãe,Ausência atresia e estenose do intestino delgado,41
2009,Tipo anomal congên,Nascim p/resid.mãe,Outras malformações congênitas aparelho digestivo,828
2009,Tipo anomal congên,Nascim p/resid.mãe,Testiculo não-descido,244
2009,Tipo anomal congên,Nascim p/resid.mãe,Outras malformações do aparelho geniturinário,1.679
2009,Tipo anomal congên,Nascim p/resid.mãe,Deformidades congênitas do quadril,103
2009,Tipo anomal congên,Nascim p/resid.mãe,Deformidades congênitas dos pés,2.937
2009,Tipo anomal congên,Nascim p/resid.mãe,Outr malform e deform congênit aparelho osteomusc,5.774
2009,Tipo anomal congên,Nascim p/resid.mãe,Outras malformações congênitas,2.671
2009,Tipo anomal congên,Nascim p/resid.mãe,Anomalias cromossômicas NCOP,1.169
2009,Tipo anomal congên,Nascim p/resid.mãe,Hemangioma e linfangioma,107
2009,Tipo anomal congên,Nascim p/resid.mãe,Sem anomalia congênita/não informado,2.860.849
2008,Tipo anomal congên,Nascim p/resid.mãe,TOTAL,2.934.828
2008,Tipo anomal congên,Nascim p/resid.mãe,Espinha bífida,449
2008,Tipo anomal congên,Nascim p/resid.mãe,Outras malformações congênitas do sistema nervoso,1.864
2008,Tipo anomal congên,Nascim p/resid.mãe,Malformações congênitas do aparelho circulatório,1.084
2008,Tipo anomal congên,Nascim p/resid.mãe,Fenda labial e fenda palatina,1.312
2008,Tipo anomal congên,Nascim p/resid.mãe,Ausência atresia e estenose do intestino delgado,40
2008,Tipo anomal congên,Nascim p/resid.mãe,Outras malformações congênitas aparelho digestivo,854
2008,Tipo anomal congên,Nascim p/resid.mãe,Testiculo não-descido,255
2008,Tipo anomal congên,Nascim p/resid.mãe,Outras malformações do aparelho geniturinário,1.510
2008,Tipo anomal congên,Nascim p/resid.mãe,Deformidades congênitas do quadril,86
2008,Tipo anomal congên,Nascim p/resid.mãe,Deformidades congênitas dos pés,2.742
2008,Tipo anomal congên,Nascim p/resid.mãe,Outr malform e deform congênit aparelho osteomusc,5.384
2008,Tipo anomal congên,Nascim p/resid.mãe,Outras malformações congênitas,2.440
2008,Tipo anomal congên,Nascim p/resid.mãe,Anomalias cromossômicas NCOP,1.110
2008,Tipo anomal congên,Nascim p/resid.mãe,Hemangioma e linfangioma,107
2008,Tipo anomal congên,Nascim p/resid.mãe,Sem anomalia congênita/não informado,2.915.591
2007,Tipo anomal congên,Nascim p/resid.mãe,TOTAL,2.891.323
2007,Tipo anomal congên,Nascim p/resid.mãe,Espinha bífida,438
2007,Tipo anomal congên,Nascim p/resid.mãe,Outras malformações congênitas do sistema nervoso,1.796
2007,Tipo anomal congên,Nascim p/resid.mãe,Malformações congênitas do aparelho circulatório,842
2007,Tipo anomal congên,Nascim p/resid.mãe,Fenda labial e fenda palatina,1.317
2007,Tipo anomal congên,Nascim p/resid.mãe,Ausência atresia e estenose do intestino delgado,43
2007,Tipo anomal congên,Nascim p/resid.mãe,Outras malformações congênitas aparelho digestivo,801
2007,Tipo anomal congên,Nascim p/resid.mãe,Testiculo não-descido,237
2007,Tipo anomal congên,Nascim p/resid.mãe,Outras malformações do aparelho geniturinário,1.396
2007,Tipo anomal congên,Nascim p/resid.mãe,Deformidades congênitas do quadril,84
2007,Tipo anomal congên,Nascim p/resid.mãe,Deformidades congênitas dos pés,2.611
2007,Tipo anomal congên,Nascim p/resid.mãe,Outr malform e deform congênit aparelho osteomusc,5.247
2007,Tipo anomal congên,Nascim p/resid.mãe,Outras malformações congênitas,2.363
2007,Tipo anomal congên,Nascim p/resid.mãe,Anomalias cromossômicas NCOP,1.195
2007,Tipo anomal congên,Nascim p/resid.mãe,Hemangioma e linfangioma,67
2007,Tipo anomal congên,Nascim p/resid.mãe,Outr afec comprom tegument específ feto recém-nasc,1
2007,Tipo anomal congên,Nascim p/resid.mãe,Sem anomalia congênita/não informado,2.872.885
2006,Tipo anomal congên,Nascim p/resid.mãe,TOTAL,2.944.928
2006,Tipo anomal congên,Nascim p/resid.mãe,Espinha bífida,393
2006,Tipo anomal congên,Nascim p/resid.mãe,Outras malformações congênitas do sistema nervoso,1.721
2006,Tipo anomal congên,Nascim p/resid.mãe,Malformações congênitas do aparelho circulatório,640
2006,Tipo anomal congên,Nascim p/resid.mãe,Fenda labial e fenda palatina,1.348
2006,Tipo anomal congên,Nascim p/resid.mãe,Ausência atresia e estenose do intestino delgado,34
2006,Tipo anomal congên,Nascim p/resid.mãe,Outras malformações congênitas aparelho digestivo,712
2006,Tipo anomal congên,Nascim p/resid.mãe,Testiculo não-descido,182
2006,Tipo anomal congên,Nascim p/resid.mãe,Outras malformações do aparelho geniturinário,1.366
2006,Tipo anomal congên,Nascim p/resid.mãe,Deformidades congênitas do quadril,79
2006,Tipo anomal congên,Nascim p/resid.mãe,Deformidades congênitas dos pés,2.744
2006,Tipo anomal congên,Nascim p/resid.mãe,Outr malform e deform congênit aparelho osteomusc,5.367
2006,Tipo anomal congên,Nascim p/resid.mãe,Outras malformações congênitas,2.297
2006,Tipo anomal congên,Nascim p/resid.mãe,Anomalias cromossômicas NCOP,1.264
2006,Tipo anomal congên,Nascim p/resid.mãe,Hemangioma e linfangioma,81
2006,Tipo anomal congên,Nascim p/resid.mãe,Sem anomalia congênita/não informado,2.926.700
2005,Tipo anomal congên,Nascim p/resid.mãe,TOTAL,3.035.096
2005,Tipo anomal congên,Nascim p/resid.mãe,Espinha bífida,465
2005,Tipo anomal congên,Nascim p/resid.mãe,Outras malformações congênitas do sistema nervoso,1.962
2005,Tipo anomal congên,Nascim p/resid.mãe,Malformações congênitas do aparelho circulatório,617
2005,Tipo anomal congên,Nascim p/resid.mãe,Fenda labial e fenda palatina,1.582
2005,Tipo anomal congên,Nascim p/resid.mãe,Ausência atresia e estenose do intestino delgado,49
2005,Tipo anomal congên,Nascim p/resid.mãe,Outras malformações congênitas aparelho digestivo,664
2005,Tipo anomal congên,Nascim p/resid.mãe,Testiculo não-descido,142
2005,Tipo anomal congên,Nascim p/resid.mãe,Outras malformações do aparelho geniturinário,1.335
2005,Tipo anomal congên,Nascim p/resid.mãe,Deformidades congênitas do quadril,59
2005,Tipo anomal congên,Nascim p/resid.mãe,Deformidades congênitas dos pés,2.831
2005,Tipo anomal congên,Nascim p/resid.mãe,Outr malform e deform congênit aparelho osteomusc,5.333
2005,Tipo anomal congên,Nascim p/resid.mãe,Outras malformações congênitas,2.493
2005,Tipo anomal congên,Nascim p/resid.mãe,Anomalias cromossômicas NCOP,1.187
2005,Tipo anomal congên,Nascim p/resid.mãe,Hemangioma e linfangioma,90
2005,Tipo anomal congên,Nascim p/resid.mãe,Sem anomalia congênita/não informado,3.016.287
2004,Tipo anomal congên,Nascim p/resid.mãe,TOTAL,3.026.548
2004,Tipo anomal congên,Nascim p/resid.mãe,Espinha bífida,634
2004,Tipo anomal congên,Nascim p/resid.mãe,Outras malformações congênitas do sistema nervoso,2.075
2004,Tipo anomal congên,Nascim p/resid.mãe,Malformações congênitas do aparelho circulatório,541
2004,Tipo anomal congên,Nascim p/resid.mãe,Fenda labial e fenda palatina,1.514
2004,Tipo anomal congên,Nascim p/resid.mãe,Ausência atresia e estenose do intestino delgado,39
2004,Tipo anomal congên,Nascim p/resid.mãe,Outras malformações congênitas aparelho digestivo,681
2004,Tipo anomal congên,Nascim p/resid.mãe,Testiculo não-descido,115
2004,Tipo anomal congên,Nascim p/resid.mãe,Outras malformações do aparelho geniturinário,1.296
2004,Tipo anomal congên,Nascim p/resid.mãe,Deformidades congênitas do quadril,65
2004,Tipo anomal congên,Nascim p/resid.mãe,Deformidades congênitas dos pés,2.864
2004,Tipo anomal congên,Nascim p/resid.mãe,Outr malform e deform congênit aparelho osteomusc,5.152
2004,Tipo anomal congên,Nascim p/resid.mãe,Outras malformações congênitas,2.255
2004,Tipo anomal congên,Nascim p/resid.mãe,Anomalias cromossômicas NCOP,1.042
2004,Tipo anomal congên,Nascim p/resid.mãe,Sífilis congênita,1
2004,Tipo anomal congên,Nascim p/resid.mãe,Hemangioma e linfangioma,81
2004,Tipo anomal congên,Nascim p/resid.mãe,Sem anomalia congênita/não informado,3.008.193
2003,Tipo anomal congên,Nascim p/resid.mãe,TOTAL,3.038.251
2003,Tipo anomal congên,Nascim p/resid.mãe,Espinha bífida,566
2003,Tipo anomal congên,Nascim p/resid.mãe,Outras malformações congênitas do sistema nervoso,1.939
2003,Tipo anomal congên,Nascim p/resid.mãe,Malformações congênitas do aparelho circulatório,514
2003,Tipo anomal congên,Nascim p/resid.mãe,Fenda labial e fenda palatina,1.466
2003,Tipo anomal congên,Nascim p/resid.mãe,Ausência atresia e estenose do intestino delgado,29
2003,Tipo anomal congên,Nascim p/resid.mãe,Outras malformações congênitas aparelho digestivo,599
2003,Tipo anomal congên,Nascim p/resid.mãe,Testiculo não-descido,116
2003,Tipo anomal congên,Nascim p/resid.mãe,Outras malformações do aparelho geniturinário,1.148
2003,Tipo anomal congên,Nascim p/resid.mãe,Deformidades congênitas do quadril,61
2003,Tipo anomal congên,Nascim p/resid.mãe,Deformidades congênitas dos pés,2.827
2003,Tipo anomal congên,Nascim p/resid.mãe,Outr malform e deform congênit aparelho osteomusc,4.505
2003,Tipo anomal congên,Nascim p/resid.mãe,Outras malformações congênitas,2.113
2003,Tipo anomal congên,Nascim p/resid.mãe,Anomalias cromossômicas NCOP,1.006
2003,Tipo anomal congên,Nascim p/resid.mãe,Hemangioma e linfangioma,78
2003,Tipo anomal congên,Nascim p/resid.mãe,Sem anomalia congênita/não informado,3.021.284
2002,Tipo anomal congên,Nascim p/resid.mãe,TOTAL,3.059.402
2002,Tipo anomal congên,Nascim p/resid.mãe,Espinha bífida,502
2002,Tipo anomal congên,Nascim p/resid.mãe,Outras malformações congênitas do sistema nervoso,1.948
2002,Tipo anomal congên,Nascim p/resid.mãe,Malformações congênitas do aparelho circulatório,444
2002,Tipo anomal congên,Nascim p/resid.mãe,Fenda labial e fenda palatina,1.430
2002,Tipo anomal congên,Nascim p/resid.mãe,Ausência atresia e estenose do intestino delgado,16
2002,Tipo anomal congên,Nascim p/resid.mãe,Outras malformações congênitas aparelho digestivo,653
2002,Tipo anomal congên,Nascim p/resid.mãe,Testiculo não-descido,86
2002,Tipo anomal congên,Nascim p/resid.mãe,Outras malformações do aparelho geniturinário,1.088
2002,Tipo anomal congên,Nascim p/resid.mãe,Deformidades congênitas do quadril,67
2002,Tipo anomal congên,Nascim p/resid.mãe,Deformidades congênitas dos pés,2.626
2002,Tipo anomal congên,Nascim p/resid.mãe,Outr malform e deform congênit aparelho osteomusc,4.188
2002,Tipo anomal congên,Nascim p/resid.mãe,Outras malformações congênitas,2.068
2002,Tipo anomal congên,Nascim p/resid.mãe,Anomalias cromossômicas NCOP,1.007
2002,Tipo anomal congên,Nascim p/resid.mãe,Hemangioma e linfangioma,77
2002,Tipo anomal congên,Nascim p/resid.mãe,Outr afec comprom tegument específ feto recém-nasc,1
2002,Tipo anomal congên,Nascim p/resid.mãe,Sem anomalia congênita/não informado,3.043.201
2001,Tipo anomal congên,Nascim p/resid.mãe,TOTAL,3.115.474
2001,Tipo anomal congên,Nascim p/resid.mãe,Espinha bífida,505
2001,Tipo anomal congên,Nascim p/resid.mãe,Outras malformações congênitas do sistema nervoso,1.885
2001,Tipo anomal congên,Nascim p/resid.mãe,Malformações congênitas do aparelho circulatório,418
2001,Tipo anomal congên,Nascim p/resid.mãe,Fenda labial e fenda palatina,1.339
2001,Tipo anomal congên,Nascim p/resid.mãe,Ausência atresia e estenose do intestino delgado,23
2001,Tipo anomal congên,Nascim p/resid.mãe,Outras malformações congênitas aparelho digestivo,592
2001,Tipo anomal congên,Nascim p/resid.mãe,Testiculo não-descido,95
2001,Tipo anomal congên,Nascim p/resid.mãe,Outras malformações do aparelho geniturinário,1.043
2001,Tipo anomal congên,Nascim p/resid.mãe,Deformidades congênitas do quadril,56
2001,Tipo anomal congên,Nascim p/resid.mãe,Deformidades congênitas dos pés,2.526
2001,Tipo anomal congên,Nascim p/resid.mãe,Outr malform e deform congênit aparelho osteomusc,3.959
2001,Tipo anomal congên,Nascim p/resid.mãe,Outras malformações congênitas,2.077
2001,Tipo anomal congên,Nascim p/resid.mãe,Anomalias cromossômicas NCOP,980
2001,Tipo anomal congên,Nascim p/resid.mãe,Hemangioma e linfangioma,108
2001,Tipo anomal congên,Nascim p/resid.mãe,Anomalias dentofaciais,1
2001,Tipo anomal congên,Nascim p/resid.mãe,Outr afec comprom tegument específ feto recém-nasc,7
2001,Tipo anomal congên,Nascim p/resid.mãe,Sem anomalia congênita/não informado,3.099.860
2000,Tipo anomal congên,Nascim p/resid.mãe,TOTAL,3.206.761
2000,Tipo anomal congên,Nascim p/resid.mãe,Espinha bífida,403
2000,Tipo anomal congên,Nascim p/resid.mãe,Outras malformações congênitas do sistema nervoso,1.727
2000,Tipo anomal congên,Nascim p/resid.mãe,Malformações congênitas do aparelho circulatório,374
2000,Tipo anomal congên,Nascim p/resid.mãe,Fenda labial e fenda palatina,1.264
2000,Tipo anomal congên,Nascim p/resid.mãe,Ausência atresia e estenose do intestino delgado,16
2000,Tipo anomal congên,Nascim p/resid.mãe,Outras malformações congênitas aparelho digestivo,553
2000,Tipo anomal congên,Nascim p/resid.mãe,Testiculo não-descido,79
2000,Tipo anomal congên,Nascim p/resid.mãe,Outras malformações do aparelho geniturinário,959
2000,Tipo anomal congên,Nascim p/resid.mãe,Deformidades congênitas do quadril,70
2000,Tipo anomal congên,Nascim p/resid.mãe,Deformidades congênitas dos pés,2.279
2000,Tipo anomal congên,Nascim p/resid.mãe,Outr malform e deform congênit aparelho osteomusc,3.356
2000,Tipo anomal congên,Nascim p/resid.mãe,Outras malformações congênitas,2.240
2000,Tipo anomal congên,Nascim p/resid.mãe,Anomalias cromossômicas NCOP,1.040
2000,Tipo anomal congên,Nascim p/resid.mãe,Hemangioma e linfangioma,127
2000,Tipo anomal congên,Nascim p/resid.mãe,Sem anomalia congênita/não informado,3.192.274
1999,Tipo anomal congên,Nascim p/resid.mãe,TOTAL,3.256.433
1999,Tipo anomal congên,Nascim p/resid.mãe,Espinha bífida,185
1999,Tipo anomal congên,Nascim p/resid.mãe,Outras malformações congênitas do sistema nervoso,671
1999,Tipo anomal congên,Nascim p/resid.mãe,Malformações congênitas do aparelho circulatório,126
1999,Tipo anomal congên,Nascim p/resid.mãe,Fenda labial e fenda palatina,509
1999,Tipo anomal congên,Nascim p/resid.mãe,Ausência atresia e estenose do intestino delgado,8
1999,Tipo anomal congên,Nascim p/resid.mãe,Outras malformações congênitas aparelho digestivo,184
1999,Tipo anomal congên,Nascim p/resid.mãe,Testiculo não-descido,36
1999,Tipo anomal congên,Nascim p/resid.mãe,Outras malformações do aparelho geniturinário,283
1999,Tipo anomal congên,Nascim p/resid.mãe,Deformidades congênitas do quadril,21
1999,Tipo anomal congên,Nascim p/resid.mãe,Deformidades congênitas dos pés,915
1999,Tipo anomal congên,Nascim p/resid.mãe,Outr malform e deform congênit aparelho osteomusc,1.286
1999,Tipo anomal congên,Nascim p/resid.mãe,Outras malformações congênitas,1.018
1999,Tipo anomal congên,Nascim p/resid.mãe,Anomalias cromossômicas NCOP,394
1999,Tipo anomal congên,Nascim p/resid.mãe,Hemangioma e linfangioma,41
1999,Tipo anomal congên,Nascim p/resid.mãe,Sem anomalia congênita/não informado,3.250.756
1998,Tipo anomal congên,Nascim p/resid.mãe,TOTAL,3.148.037
1998,Tipo anomal congên,Nascim p/resid.mãe,Sem anomalia congênita/não informado,3.148.037
1997,Tipo anomal congên,Nascim p/resid.mãe,TOTAL,3.026.658
1997,Tipo anomal congên,Nascim p/resid.mãe,Sem anomalia congênita/não informado,3.026.658
1996,Tipo anomal congên,Nascim p/resid.mãe,TOTAL,2.945.425
1996,Tipo anomal congên,Nascim p/resid.mãe,Sem anomalia congênita/não informado,2.945.425
1995,Tipo anomal congên,Nascim p/resid.mãe,TOTAL,2.824.729
1995,Tipo anomal congên,Nascim p/resid.mãe,Sem anomalia congênita/não informado,2.824.729
1994,Tipo anomal congên,Nascim p/resid.mãe,TOTAL,2.571.571
1994,Tipo anomal congên,Nascim p/resid.mãe,Sem anomalia congênita/não informado,2.571.571
2022,Tipo anomal congên,Nascim p/ocorrênc,TOTAL,2.561.922
2022,Tipo anomal congên,Nascim p/ocorrênc,Espinha bífida,637
2022,Tipo anomal congên,Nascim p/ocorrênc,Outras malformações congênitas do sistema nervoso,1.719
2022,Tipo anomal congên,Nascim p/ocorrênc,Malformações congênitas do aparelho circulatório,2.903
2022,Tipo anomal congên,Nascim p/ocorrênc,Fenda labial e fenda palatina,1.441
2022,Tipo anomal congên,Nascim p/ocorrênc,Ausência atresia e estenose do intestino delgado,55
2022,Tipo anomal congên,Nascim p/ocorrênc,Outras malformações congênitas aparelho digestivo,1.461
2022,Tipo anomal congên,Nascim p/ocorrênc,Testiculo não-descido,417
2022,Tipo anomal congên,Nascim p/ocorrênc,Outras malformações do aparelho geniturinário,1.745
2022,Tipo anomal congên,Nascim p/ocorrênc,Deformidades congênitas do quadril,113
2022,Tipo anomal congên,Nascim p/ocorrênc,Deformidades congênitas dos pés,2.568
2022,Tipo anomal congên,Nascim p/ocorrênc,Outr malform e deform congênit aparelho osteomusc,6.244
2022,Tipo anomal congên,Nascim p/ocorrênc,Outras malformações congênitas,3.047
2022,Tipo anomal congên,Nascim p/ocorrênc,Anomalias cromossômicas NCOP,1.082
2022,Tipo anomal congên,Nascim p/ocorrênc,Hemangioma e linfangioma,116
2022,Tipo anomal congên,Nascim p/ocorrênc,Sem anomalia congênita/não informado,2.538.374
2021,Tipo anomal congên,Nascim p/ocorrênc,TOTAL,2.677.101
2021,Tipo anomal congên,Nascim p/ocorrênc,Espinha bífida,649
2021,Tipo anomal congên,Nascim p/ocorrênc,Outras malformações congênitas do sistema nervoso,1.710
2021,Tipo anomal congên,Nascim p/ocorrênc,Malformações congênitas do aparelho circulatório,2.761
2021,Tipo anomal congên,Nascim p/ocorrênc,Fenda labial e fenda palatina,1.439
2021,Tipo anomal congên,Nascim p/ocorrênc,Ausência atresia e estenose do intestino delgado,47
2021,Tipo anomal congên,Nascim p/ocorrênc,Outras malformações congênitas aparelho digestivo,1.225
2021,Tipo anomal congên,Nascim p/ocorrênc,Testiculo não-descido,441
2021,Tipo anomal congên,Nascim p/ocorrênc,Outras malformações do aparelho geniturinário,1.719
2021,Tipo anomal congên,Nascim p/ocorrênc,Deformidades congênitas do quadril,120
2021,Tipo anomal congên,Nascim p/ocorrênc,Deformidades congênitas dos pés,2.380
2021,Tipo anomal congên,Nascim p/ocorrênc,Outr malform e deform congênit aparelho osteomusc,6.202
2021,Tipo anomal congên,Nascim p/ocorrênc,Outras malformações congênitas,3.078
2021,Tipo anomal congên,Nascim p/ocorrênc,Anomalias cromossômicas NCOP,1.092
2021,Tipo anomal congên,Nascim p/ocorrênc,Hemangioma e linfangioma,111
2021,Tipo anomal congên,Nascim p/ocorrênc,Sem anomalia congênita/não informado,2.654.127
2020,Tipo anomal congên,Nascim p/ocorrênc,TOTAL,2.730.145
2020,Tipo anomal congên,Nascim p/ocorrênc,Espinha bífida,612
2020,Tipo anomal congên,Nascim p/ocorrênc,Outras malformações congênitas do sistema nervoso,1.812
2020,Tipo anomal congên,Nascim p/ocorrênc,Malformações congênitas do aparelho circulatório,2.762
2020,Tipo anomal congên,Nascim p/ocorrênc,Fenda labial e fenda palatina,1.452
2020,Tipo anomal congên,Nascim p/ocorrênc,Ausência atresia e estenose do intestino delgado,76
2020,Tipo anomal congên,Nascim p/ocorrênc,Outras malformações congênitas aparelho digestivo,1.279
2020,Tipo anomal congên,Nascim p/ocorrênc,Testiculo não-descido,444
2020,Tipo anomal congên,Nascim p/ocorrênc,Outras malformações do aparelho geniturinário,1.805
2020,Tipo anomal congên,Nascim p/ocorrênc,Deformidades congênitas do quadril,137
2020,Tipo anomal congên,Nascim p/ocorrênc,Deformidades congênitas dos pés,2.557
2020,Tipo anomal congên,Nascim p/ocorrênc,Outr malform e deform congênit aparelho osteomusc,6.312
2020,Tipo anomal congên,Nascim p/ocorrênc,Outras malformações congênitas,3.038
2020,Tipo anomal congên,Nascim p/ocorrênc,Anomalias cromossômicas NCOP,1.150
2020,Tipo anomal congên,Nascim p/ocorrênc,Hemangioma e linfangioma,106
2020,Tipo anomal congên,Nascim p/ocorrênc,Sem anomalia congênita/não informado,2.706.603
2019,Tipo anomal congên,Nascim p/ocorrênc,TOTAL,2.849.146
2019,Tipo anomal congên,Nascim p/ocorrênc,Espinha bífida,675
2019,Tipo anomal congên,Nascim p/ocorrênc,Outras malformações congênitas do sistema nervoso,2.102
2019,Tipo anomal congên,Nascim p/ocorrênc,Malformações congênitas do aparelho circulatório,2.751
2019,Tipo anomal congên,Nascim p/ocorrênc,Fenda labial e fenda palatina,1.482
2019,Tipo anomal congên,Nascim p/ocorrênc,Ausência atresia e estenose do intestino delgado,86
2019,Tipo anomal congên,Nascim p/ocorrênc,Outras malformações congênitas aparelho digestivo,1.316
2019,Tipo anomal congên,Nascim p/ocorrênc,Testiculo não-descido,483
2019,Tipo anomal congên,Nascim p/ocorrênc,Outras malformações do aparelho geniturinário,1.903
2019,Tipo anomal congên,Nascim p/ocorrênc,Deformidades congênitas do quadril,224
2019,Tipo anomal congên,Nascim p/ocorrênc,Deformidades congênitas dos pés,2.664
2019,Tipo anomal congên,Nascim p/ocorrênc,Outr malform e deform congênit aparelho osteomusc,6.551
2019,Tipo anomal congên,Nascim p/ocorrênc,Outras malformações congênitas,3.373
2019,Tipo anomal congên,Nascim p/ocorrênc,Anomalias cromossômicas NCOP,1.115
2019,Tipo anomal congên,Nascim p/ocorrênc,Hemangioma e linfangioma,91
2019,Tipo anomal congên,Nascim p/ocorrênc,Sem anomalia congênita/não informado,2.824.330
2018,Tipo anomal congên,Nascim p/ocorrênc,TOTAL,2.944.932
2018,Tipo anomal congên,Nascim p/ocorrênc,Espinha bífida,708
2018,Tipo anomal congên,Nascim p/ocorrênc,Outras malformações congênitas do sistema nervoso,2.179
2018,Tipo anomal congên,Nascim p/ocorrênc,Malformações congênitas do aparelho circulatório,2.930
2018,Tipo anomal congên,Nascim p/ocorrênc,Fenda labial e fenda palatina,1.538
2018,Tipo anomal congên,Nascim p/ocorrênc,Ausência atresia e estenose do intestino delgado,80
2018,Tipo anomal congên,Nascim p/ocorrênc,Outras malformações congênitas aparelho digestivo,1.411
2018,Tipo anomal congên,Nascim p/ocorrênc,Testiculo não-descido,509
2018,Tipo anomal congên,Nascim p/ocorrênc,Outras malformações do aparelho geniturinário,2.050
2018,Tipo anomal congên,Nascim p/ocorrênc,Deformidades congênitas do quadril,255
2018,Tipo anomal congên,Nascim p/ocorrênc,Deformidades congênitas dos pés,2.842
2018,Tipo anomal congên,Nascim p/ocorrênc,Outr malform e deform congênit aparelho osteomusc,6.610
2018,Tipo anomal congên,Nascim p/ocorrênc,Outras malformações congênitas,3.532
2018,Tipo anomal congên,Nascim p/ocorrênc,Anomalias cromossômicas NCOP,1.134
2018,Tipo anomal congên,Nascim p/ocorrênc,Hemangioma e linfangioma,124
2018,Tipo anomal congên,Nascim p/ocorrênc,Sem anomalia congênita/não informado,2.919.030
2017,Tipo anomal congên,Nascim p/ocorrênc,TOTAL,2.923.535
2017,Tipo anomal congên,Nascim p/ocorrênc,Espinha bífida,700
2017,Tipo anomal congên,Nascim p/ocorrênc,Outras malformações congênitas do sistema nervoso,2.291
2017,Tipo anomal congên,Nascim p/ocorrênc,Malformações congênitas do aparelho circulatório,2.864
2017,Tipo anomal congên,Nascim p/ocorrênc,Fenda labial e fenda palatina,1.595
2017,Tipo anomal congên,Nascim p/ocorrênc,Ausência atresia e estenose do intestino delgado,57
2017,Tipo anomal congên,Nascim p/ocorrênc,Outras malformações congênitas aparelho digestivo,1.247
2017,Tipo anomal congên,Nascim p/ocorrênc,Testiculo não-descido,509
2017,Tipo anomal congên,Nascim p/ocorrênc,Outras malformações do aparelho geniturinário,2.028
2017,Tipo anomal congên,Nascim p/ocorrênc,Deformidades congênitas do quadril,227
2017,Tipo anomal congên,Nascim p/ocorrênc,Deformidades congênitas dos pés,2.681
2017,Tipo anomal congên,Nascim p/ocorrênc,Outr malform e deform congênit aparelho osteomusc,6.470
2017,Tipo anomal congên,Nascim p/ocorrênc,Outras malformações congênitas,3.405
2017,Tipo anomal congên,Nascim p/ocorrênc,Anomalias cromossômicas NCOP,1.058
2017,Tipo anomal congên,Nascim p/ocorrênc,Hemangioma e linfangioma,82
2017,Tipo anomal congên,Nascim p/ocorrênc,Sem anomalia congênita/não informado,2.898.321
2016,Tipo anomal congên,Nascim p/ocorrênc,TOTAL,2.857.800
2016,Tipo anomal congên,Nascim p/ocorrênc,Espinha bífida,735
2016,Tipo anomal congên,Nascim p/ocorrênc,Outras malformações congênitas do sistema nervoso,4.085
2016,Tipo anomal congên,Nascim p/ocorrênc,Malformações congênitas do aparelho circulatório,2.462
2016,Tipo anomal congên,Nascim p/ocorrênc,Fenda labial e fenda palatina,1.590
2016,Tipo anomal congên,Nascim p/ocorrênc,Ausência atresia e estenose do intestino delgado,70
2016,Tipo anomal congên,Nascim p/ocorrênc,Outras malformações congênitas aparelho digestivo,1.140
2016,Tipo anomal congên,Nascim p/ocorrênc,Testiculo não-descido,452
2016,Tipo anomal congên,Nascim p/ocorrênc,Outras malformações do aparelho geniturinário,1.822
